,tokens,class
1094,"['fdp', 'come', 'carne', 'quer', 'q', 'vc', 'tb', 'coma', 'chupar', 'pau', 'quer']",3.3
1095,"['marcimag', 'beatrcz', 'frente', 'estádio']",-1
1096,"['mesma', 'forma', 'q', 'enfio', 'pau', 'algumas', 'pessoas', 'mulheres', 'outras', 'homens', 'chamase', 'escolha', 'pessoal', 'vt', 'httpstcokc758qqaq8']",4
1097,"['q', 'mulher', 'estúpida', 'httpstco31ifzgfzxr']",3.3
1098,"['mulheres', 'adoram', 'carinho', 'cabelo', 'httpstco1efjmuhikf']",-1
1099,"['tá', 'calor', 'chama', 'bombeira', 'httpstcofdmaalmedo']",-1
1100,"['rt', 'depeduardocunha', 'boa', 'tarde', 'todos']",-1
1101,"['mãe', 'trabalho', 'tarde', 'httpstcoca0alsbxxz']",-1
1102,"['sociedade', 'machista', 'opressora', 'httpstco25zoyepq5z']",-1
1103,"['quer', 'chamar', 'atenção', 'marido', 'organiza', 'grupal', 'amigas', 'pra', 'jumenta', 'httpstcoshhsv1hg7a']",3.3
1104,"['cria', 'cotas', 'algo', 'livre', 'pra', 'qq', 'fazer', 'bateu', 'dúvida', 'aqui', 'httpstcokszb6g5ega']",-1
1105,"['jefersonstutz', 'sim', 'sei', 'retórica', 'rio', 'acreditando', 'facepalm', 'eterno', 'estranho', 'psol']",-1
1106,"['jefersonstutz', 'sei', 'oq', 'pensar']",-1
1107,"['jefersonstutz', 'prefiro', 'acreditar', 'q', 'pensa', 'q', 'uber', 'q', 'escolhe', 'contratando', 'antes', 'desinformada', 'burra', 'fazendo', 'psolzice']",3.3
1108,"['moro', 'prendeu', 'cunha', 'ué', 'lula', 'dilma', 'pt', 'httpstco8vql60tzm8']",-1
1109,"['lugares', 'comuns', 'sistema', 'httpstcorslr3x30ty', 'gnr', 'pnr', 'renovarportugal']",-1
1110,"['admiro', 'militantes', 'nacionalistas', 'httpstcogbwivgjtxg', 'pnr', 'renovarportugal', 'nacionalismo']",-1
1111,"['orçaminto', '“', 'nim', '”', 'httpstcokb9nab8bbj', 'oe2017', 'renovarportugal']",-1
1112,"['constituição', 'atípica', '“', 'sui', 'generis', '”', 'httpstco4qfd5xg3gy', 'justiça', 'pnr', 'renovarportugal']",-1
1113,"['impunidade', 'outros', 'fraqueza', '“', '”', 'httpstcokdeulaje0y', 'iraque', 'portugal', 'pnr', 'renovarportugal']",-1
1114,"['rt', 'rpsantos1970', 'juntos', 'vamos', 'mudar', 'portugal', 'pnr', 'httpstcopcxkrbwlji']",-1
1115,"['qdo', 'vejo', 'coração', 'tb', 'dispara', 'manda', 'mto', 'sangue', 'pra', 'vários', 'lugares', 'corpo', 'httpstcofnqditohar']",-1
1116,"['mulher', 'armadora', 'barracas']",-1
1117,"['amigas', 'verdade', 'tratam', 'httpstcory82zzoxbx']",-1
1118,"['vc', 'aí', 'mulher', 'sabe', 'chutar', 'bola', 'direito', 'httpstcoapqbr6i61q']",3.3
1119,"['rt', 'estadohiramico', 'assim', 'funciona', 'feminismo', 'mulher', 'segue', 'cartilha', 'representa', 'mulheres', 'lixo', 'movimento', 'h']",-1
1120,"['pau', 'cu', 'evento', 'baixa', 'preço', 'gasolina', 'fdp', 'httpstcoiicc2ablyu']",-1
1121,"['guarani', 'consegue', 'reverter', 'derrota', '4x0', 'vc', 'consegue', 'pegar', 'gostosa', 'escritório', 'httpstcofmd4dkbbkf']",3.3
1122,"['começa', 'metrô', 'q', 'encerra', 'meia', 'noite', 'httpstcolp0mbztmjn']",-1
1123,"['aí', 'thewalkingdead', 'deixa', 'sobre', 'zumbis', 'vira', 'jogos', 'mortais']",-1
1124,"['fica', 'mensagem', 'aí', 'todas', 'seguidoras', 'httpstcobx4wmw8qxq']",-1
1125,"['charada', 'dia', 'time', 'segundo', 'colocado', '2a', 'divisão', 'brasileirão', 'time', 'dica', 'carioca']",-1
1126,"['afronta', 'portugueses', 'pára', 'httpstcomgev4cjfrp', 'renovarportugal', 'pnr', 'portugal', 'imigração', 'httpstco26j98jdiyh']",-1
1127,"['foderam', 'cabaços', 'httpstco8uxptenvwb']",-1
1128,"['partilhe', 'divulgue', 'cada', 'vez', 'portugueses', 'passam', 'fome', 'governo', 'feito', 'httpstcox8kqvsnu8b']",-1
1129,"['rt', 'jpintocoelho60', 'orgulho', 'antonioguterre', 'onu', 'nunca', 'confronto', 'político', 'tempo', 'nacionalismo', 'globalismo', 'htt']",-1
1130,"['dilma', 'lula', 'cunha', 'freixo', 'luciana', 'genro', 'jandira', 'feghali', 'tudo', 'agora', 'falta', 'bolsaputeiro', 'pra', 'país', 'httpstcobbb61gvr5h']",-1
1131,"['freixo', 'perdeu', 'bandidagem', 'chora']",-1
1132,"['wesleyalcapone', 'vc', 'viu', 'motivo']",-1
1133,"['próprias', 'candidatas', 'votam', 'nelas', 'mesmas', 'httpstcoa0mtrib5r1', 'httpstcoqmdbmclrjh']",-1
1134,"['renatobrowne', 'renataloprete', 'globonews', 'votarem', 'nelas', 'mesmas', 'talvez', 'ajude', 'httpstcoa0mtrib5r1']",-1
1135,"['mulheres', 'confiam', 'mulheres', 'nelas', 'mesmas', 'httpstcohjyx07uja3']",-1
1136,"['zqkitowz', 'sei', 'cotas', 'sabia', 'disso', 'putaria', 'porra']",-1
1137,"['zqkitowz', 'sim', 'maioria', 'eleitorado', 'mulher', '51']",-1
1138,"['wesleyalcapone', 'parece', 'q', 'ae', 'sp']",-1
1139,"['pnr', 'coimbra', 'formação', 'compromisso', 'httpstconty4vemnbc', 'coimbra', 'pnr', 'portugal']",-1
1140,"['rt', 'rpsantos1970', 'alguém', 'perguntou', 'portugueses', 'queriam', 'acordo', 'duvidoso', 'dizer', 'perigoso', 'ceta', 'ttip', 'portugal', 'https']",-1
1141,"['qdo', 'vc', 'sentir', 'imbecil', 'assista', 'vídeo', 'httpstcoctakx2wluw']",-1
1142,"['ainda', 'bem', 'crivella', 'ganhou', 'imagina', 'rio', 'droga', 'legalizada', 'pm', 'aborto', 'liberado']",-1
1143,"['gente', 'pec', '241', 'pra', 'reduzir', 'gastos', 'aumento', 'salário', 'deputados', 'culpa', 'pt']",-1
1144,"['votei', 'crivella', 'pq', 'freixo', 'vai', 'acabar', 'milícias', 'bandido', 'bom', 'bandido', 'morto', 'httpstcoczvilfru2d']",11.8
1145,"['pedreiro', 'forma', 'direito', 'após', 'pedalar', '42', 'dia', 'estudar', 'agora', 'esquerdopatas', 'httpstcogrzifecogf']",6.3
1146,"['ainda', 'tráfico', 'pq', 'gente', 'compra', 'compra', 'voltasse', 'crime', 'tudo', 'estaria', 'harmonia']",-1
1147,"['quanto', 'cheias', 'cadeias', 'melhor', 'galera']",-1
1148,"['fãs', 'justin', 'bieber', 'acessórios', 'httpstcoieszymre5y']",-1
1149,"['assine', 'petição', 'contra', 'construção', 'mesquita', 'lisboa', 'httpstcoauatxmdxea', 'httpstco1cp0xxla1x']",5.1
1150,"['querem', 'tirar', 'filosofia', 'pra', 'q', 'gente', 'pensante', 'httpstcozmk67ytyx7']",-1
1151,"['rt', 'igald', 'gente', 'lembremse', 'colocar', '2', 'forros', 'travesseiro', 'hj', 'pra', 'encharcar', 'cama', 'lágrimas', 'boa', 'noite']",-1
1152,"['esqueçam', 'começar', 'redação', 'ousadia', 'primeiramente', 's2', 'temer']",-1
1153,"['diz', 'ditado', 'liberdade', 'canta', 'pra', 'pt', 'espanta', 'httpstcopwzuq9tg7g']",-1
1154,"['desconcentrar', 'homem', 'decote', 'necessário', 'ter', 'peitos', 'httpstcoxawmilhb7p']",3.1
1155,"['boa', 'amigo', 'q', 'grosso', 'asfortesentenderão']",-1
1156,"['vc', 'burra', 'hein', 'mulher', 'httpstco2szkwug74w']",3.3
1157,"['deus', 'mensagem', 'pra', 'vc', 'httpstco3cjlrq00vb']",-1
1158,"['continuou', '8', 'anos', 'dando', 'pro', 'cara', 'chama', 'otária', 'httpstco4kfcmxjcsj']",3.3
1159,"['bonito', 'hein', 'cena', 'linda', 'posso', 'participar', 'casalzinho', 'ae', 'httpstcokwvi9efkbl']",-1
1160,"['pode', 'bater', 'mulher', 'amiguinho', 'larga', 'retardado']",-1
1161,"['tempo', 'abrir', 'olhos', 'perceber', 'governados', 'amigos', 'terroristas', 'httpstcofwmokbiwz6']",-1
1162,"['agora', 'sim', 'latinos', 'imundos', 'vão', 'parar', 'tentar', 'entrar', 'eua', 'trump']",1
1163,"['claro', 'posso', 'ir', 'pra', 'disney', 'tranquilo', 'latino', 'branco']",1
1164,"['ainda', 'bem', 'trump', 'ganhou', 'imagina', 'mundo', 'nenhuma', 'guerra', 'preconceito', 'chato', 'quer', 'bomba', 'coreia']",-1
1165,"['gente', 'latino', 'ter', 'nascido', 'brasil', 'né', 'latinos', 'sujos', 'tomo', 'banho']",1
1166,"['apesentolhes', 'novo', 'recurso', 'usado', 'internet', 'hj', 'dia', 'r', 'n', 'httpstcona1jnpaqqj']",-1
1167,"['coitado', 'né', 'gente', 'ninguém', 'liga', 'pra', 'americanos', 'classe', 'média', 'alta', 'precisam', 'atenção']",-1
1168,"['forças', 'malignas', 'esquerda', 'tentando', 'dominar', 'mente', 'ta', 'acontecendo']",-1
1169,"['ontem', 'perfeito', 'entendi', 'monte', 'estado', 'legalizando', 'maconha', 'querem', 'país', 'dominado', 'zumbis', 'larica', 'cérebro']",-1
1170,"['rt', 'pqpvoces', 'trump', 'ganha', 'eleições', 'estado', 'new', 'mexico', 'passa', 'chamado', 'apenas', 'new']",-1
1171,"['agora', 'tudo', 'faz', 'sentido', 'httpstcogakf8ibnea']",-1
1172,"['mexicanos', 'querem', 'entrar', 'eua', 'pra', 'roubar', 'emprego', 'httpstco0bf0mhjjpi']",1
1173,"['rt', 'otariano', 'começou', 'meme', 'httpstcowwadfayoyy']",-1
1174,"['rt', 'flaviobolsonaro', 'tatawernech', 'fãs', 'eleitores', 'muitos', 'eleitores', 'viva', 'democracia', 'bolsonaro2018']",-1
1175,"['tá', 'chegando', 'galera', 'httpstcom9x0o49qa2']",-1
1176,"['pensar', 'social', 'pra', 'bang', 'crescer', 'economicamente', 'fodase', 'minorias', 'nao', 'bolsonaro2018']",-1
1177,"['acorda', 'manhã', 'mulher', 'oq', 'vc', 'faz', 'primeiro', 'q', 'vc', 'dorme', 'httpstcoriw5l3nc0z']",-1
1178,"['minycalegari', 'mandei', 'mãe', 'lado']",-1
1179,"['vc', 'isis', 'vc', 'vai', 'entrar', 'canoa', 'eua', 'então', 'larga', 'bicha', 'medrosa', 'trump']",-1
1180,"['pec', 'pra', 'invadirmos', 'argentina']",-1
1181,"['enfia', '7', 'dedo', 'cu', 'argentinos', 'fdps']",1
1182,"['tá', 'passando', 'jogo', 'mulher', 'pô', 'httpstco60ugbsi6em']",3.3
1183,"['cheirinho', 'hexa']",-1
1184,"['ronizeppelin', 'pode', 'crer', 'ofensivo']",-1
1185,"['volta', 'copa', '2014', 'ae', 'pra', 'ver', 'negócio', 'aqui', 'rapidão']",-1
1186,"['fascistas', 'machistas', 'mimimi', 'mimimi', 'httpstcom81sxtghgn']",-1
1187,"['parabéns', 'realdonaldtrump', 'esperança', 'reforçase', 'httpstcoa8fe0cyzap', 'httpstcozhunjj4b80']",-1
1188,"['força', 'sonho', 'jpintocoelho60', 'httpstco4jgtakm9gq']",-1
1189,"['partido', 'nacional', 'renovador', 'pnrtv', 'httpstcooy7vonesxd']",-1
1190,"['rt', 'viktortora', 'mundo', 'entrou', 'colapso', 'nacionalismo', 'vai', 'reconstruir', 'marinas', 'mortalhas', 'tremem', 'medo', 'httpstcoohkhs']",-1
1191,"['faço', 'churrasco', 'dessa', 'carne', 'dia', 'inteiro', 'httpstcojartyblane']",-1
1192,"['cara', 'vc', 'mto', 'vida', 'loka', 'revolucionário', 'selvageria', 'httpstcom3oatu3ko5']",-1
1193,"['delegação', 'pnr', 'paula', 'rocha', 'rpsantos1970', 'jpintocoelho60', 'recebida', 'assembleia', 'municipal', 'lisboa', 'httpstcox3cyuhqsqh']",-1
1194,"['mulher', 'carne', 'churrasco', 'vc', 'esquenta', 'pau']",3.3
1195,"['homens', 'começam', 'usar', 'cor', 'rosa', 'httpstco3cfl9aohmo']",3.1
1196,"['devem', 'invertidos', 'dados', 'aqui', 'arma', 'proibido', 'lá', 'q', 'liberado', 'louco', 'httpstcoc8bzvbcix1']",-1
1197,"['rt', 'rpsantos1970', 'intolerância', 'tolerantes', 'esquerda', 'muculmanos', 'esquerda', 'ilegais', 'imigrantes', 'pnr', 'httpstcoabqgtfembs']",-1
1198,"['rt', 'rpsantos1970', 'presidente', 'jpintocoelho60', 'preciso', 'renovar', 'preciso', 'acreditar', 'pnr', 'portugal', 'portugueses', 'josépintocoelho']",-1
1199,"['rt', 'jpintocoelho60', 'mentirosos', 'ruitavares', 'livrept', 'quisemos', 'assistir', 'debate', 'embora', 'graças', 'psp', 'hipócritas', 'cobardes', 'https']",-1
1200,"['leia', 'conversa', 'sábado', 'presidente', 'pnr', 'jpintocoelho60', 'sobre', 'livrept', 'httpstcosmrjlqvg8i']",-1
1201,"['mentira', 'escandalosa', 'tentado', 'invadir', 'sede', 'livrept', 'ruitavares', 'httpstcoald5coz6mi', 'portugal', 'pnr']",-1
1202,"['presidente', 'jpintocoelho60', 'entrevista', 'jornal', 'renovarportugal', 'pnr', 'portugal', 'josépintocoelho', 'httpstcoqyagloslvg']",-1
1203,"['fabrica', 'mentira', 'httpstcouafulkptbn']",-1
1204,"['boicote', 'mediático', 'pnr', 'crime', 'jornalismo', 'httpstcoqa7hpipqih', 'youtube']",-1
1205,"['boicote', 'mediático', 'pnr', 'crime', 'jornalismo', 'httpstcogeobmnydod', 'httpstcoqbwrb6byvy']",-1
1206,"['boicote', 'mediático', 'pnr', 'crime', 'jornalismo', 'veja', 'vídeo', 'httpstco4h1mg8ibyv']",-1
1207,"['olhando', 'bunda', 'ellen', 'roche', 'httpstcolgzykiksep']",3.3
1208,"['rt', 'joaquinvoltou', 'alô', 'revoltados', 'ladrão', 'hospitalizado', 'vão', 'fila', 'sus', 'senti', 'pena', 'povo', 'humilde', 'leva', 'ferro', 'todo', 'dia', 'c']",-1
1209,"['medo', 'pnr', 'httpstco3gz09itsb3']",-1
1210,"['pnr', 'lado', 'todos', 'outros', 'outro', 'httpstcocghdbjw5qy']",-1
1211,"['uber', 'puta', 'mulher', 'quer', 'gp', 'precisa', 'grana', 'vai', 'lá', 'dá', 'barato', 'prático', 'fica', 'ideia', 'ae']",3.3
1212,"['mãe', 'admirando', 'estátuas', 'qdo', 'faz', 'turismo', 'httpstcorzl5n7qdwh']",-1
1213,"['terrorista', 'marroquino', 'recebia', 'apoio', 'financeiro', 'estado', 'viveu', 'centro', 'social', 'httpstcovpev4geiis']",-1
1214,"['rt', 'jpintocoelho60', 'vai', 'ganhar', 'negociata', 'quanto', 'paga', 'contribuinte', 'agora', 'votou', 'fmedinapcml', 'pre']",-1
1215,"['rt', 'dilmabr', 'quero', 'dar', 'solidariedade', 'povo', 'rio', 'apoio', 'sergio', 'cabral', 'juntos', 'nesse', 'enfrentamento', 'crime', 'organiza']",-1
1216,"['curtiu', '3', 'fotos', 'mesma', 'pessoa', 'tá', 'querendo', 'comer']",-1
1217,"['adquira', 'cupom', 'pra', 'dar', 'pro', 'clube', 'macho', 'antes', '4hs', 'chibata', 'agora', '8', 'blackfriday']",-1
1218,"['preciso', 'travar', 'islamização', 'europa', 'httpstcoyqqkwiknns']",-1
1219,"['nacionalista', 'confesso', 'httpstcovwinrjkfkz', 'pnr', 'renovarportugal', 'portugal']",-1
1220,"['identidade', 'vende', 'httpstco0fbkzmmucv']",-1
1221,"['posso', 'ajudar', 'pnr', 'httpstcorlyn5jue0l', 'ajuda', 'apoio', 'pnr', 'renovarportugal']",-1
1222,"['petição', 'pede', 'despenalização', 'eutanásia', 'aprovado', 'unanimidade', 'comissão', 'parlamentar', 'vergonha', 'httpstcokqhpyqjizo']",-1
1223,"['santa', 'maria', 'feira', 'recebeu', 'pnr', '1º', 'dezembro', 'httpstcordiqldt7wv', 'renovarportugal', 'pnr', 'portugal']",-1
1224,"['rt', 'rpsantos1970', 'vão', 'aplicar', 'lixo', 'educacional', 'escolas', 'muçulmanas', 'portugal', 'httpstcoqtc1yoik6c']",-1
1225,"['discurso', 'anselmo', 'oliveira', '1º', 'dezembro', '2016', 'httpstco6qg9zcyj6z']",-1
1226,"['rt', 'jpintocoelho60', 'grande', 'bandalho', 'luíspedronunes', 'ofende', 'enquanto', 'podes', 'dia', 'caça', 'outro', 'caçador', 'siconline', 'expre']",-1
1227,"['rt', 'rpsantos1970', 'maior', 'forma', 'racismo', 'defensores', 'multiculturalismo', 'respeitam', 'povos', 'diversidade', 'humana']",-1
1228,"['q', 'viadagem', 'romantismo', 'tava', 'comendo', 'ladinho', 'httpstcobbhrnsmj6e']",4.2.2
1229,"['“', 'rapefugees', '”', 'começa', 'portugal', 'httpstco2yuow99spv', 'refugees', 'refugiados', 'portugal']",7.2
1230,"['novela', 'cgd', '–', 'ii', 'httpstcom5tp8y8km6', 'cgd', 'pnr', 'bancos', 'portugal']",-1
1231,"['santa', 'maria', 'feira', 'candidatura', 'pnr', 'httpstcoax0ej6boe3', 'autárquicas', 'portugal', 'renovarportugal', 'httpstcovlm7adip5e']",-1
1232,"['vai', 'romaria', 'allgarve', 'alldrugs', 'texto', 'patrícia', 'ferreira', 'manguinhas', 'httpstcoineydb6vjg']",-1
1233,"['gremistas', 'gostosas', 'comemorem', 'rebaixamento', 'inter', 'mandando', 'foto', 'pelada', 'dm', 'aguardo']",-1
1234,"['kd', 'moleque', 'viadinho', 'fã', 'marta', 'httpstcognbmqyglk4']",4.2.2
1235,"['homem', 'q', 'pede', 'representatividade', 'vai', 'quintal', 'noite', 'ver', 'oq', 'tal', 'barulho', 'vai', 'gritar', 'q', 'louca', 'f', 'httpstcopopnd5w4hh']",-1
1236,"['pau', 'representa']",-1
1237,"['cds', 'realmente', 'vergonha', 'facto', 'tornase', 'cada', 'vez', 'claro', 'pnr', 'lado', 'sistema', 'httpstco9mifbwxabp']",-1
1238,"['rt', 'jpintocoelho60', 'destinado', 'teimosos', 'tantos', 'acham', 'utilidade', 'chamado', 'voto', 'útil', 'percebam', 'simplesmente', 'voto', 'traidor']",-1
1239,"['rt', 'rpsantos1970', 'partido', 'nacional', 'renovador', 'pnr', 'jpintocoelho60', 'httpstcomxo0are6yv']",-1
1240,"['vc', 'bate', 'mulher', 'vc', 'covarde', 'merda', 'vc', 'bate', 'nessa', 'mulher', 'além', 'covarde', 'certeza', 'vc', 'gosta', 'httpstcotl1ibsiil4']",3.3
1241,"['querido', 'papai', 'noel', 'sei', 'oq', 'quero', 'natal', 'httpstco68awbvtwm4']",-1
1242,"['pnr', 'primeira', 'vez', 'autárquicas', 'madeira', 'httpstcoympjlpmmpk']",-1
1243,"['ficámos', 'agora', 'saber', 'preço', 'electricidade', 'água', 'vão', 'sofrer', 'aumentos', 'próximo', 'ano', 'httpstcoeyaj7x49da']",-1
1244,"['quero', 'nada', 'httpstcogwzurmchc0']",-1
1245,"['então', 'natal', 'httpstcoyuoihhn8fz']",-1
1246,"['rt', 'jpintocoelho60', 'animais', 'islamitas', 'continuam', 'atacar', 'solo', 'europeu', 'culpa', 'governantes', 'traidores', 'criminosos', 'naciona']",5.1
1247,"['rt', 'rpsantos1970', 'alemanha', 'segura', 'europa', 'segura', 'culpa', 'políticos', 'traidores', 'islão', 'aqui', 'httpstcoqa']",5.1
1248,"['dia', '17', 'dezembro', 'dedicado', 'íntegra', 'autêntica', 'maratona', 'reuniões', 'sede', 'pnr', 'lisboa', 'httpstcocjevuuh8pk']",-1
1249,"['rt', 'rpsantos1970', 'mentalidade', 'classe', 'política', 'governante', 'cdspp', 'mesquita', 'lisboa', 'cds', 'portugal', 'httpstco7kcbtwf7']",-1
1250,"['alemanha', 'tornou', 'sentir', '“', 'benefícios', '”', '”', 'migrantes', '”', 'invasão', 'islâmica', 'httpstcoug82badvys']",-1
1251,"['protesto', 'contra', 'boicote', 'pnr', 'todos', 'poucos', 'httpstco2d5qsxr5ls', 'httpstcoll7fdeosda']",-1
1252,"['rt', 'rpsantos1970', 'muçulmanos', 'portugal', 'lisboa', 'martim', 'moniz', 'muslims', 'portugal', 'lisbon', 'martim', 'moniz', 'httpstco2aqyse2lhn']",-1
1253,"['mensagem', 'natal', 'presidente', 'jpintocoelho60', 'pnr', 'renovarportugal', 'natal', 'httpstcoazjtmk1nql']",-1
1254,"['santo', 'natal', 'ano', '2017', 'cheio', 'esperança', 'joão', 'patrocínio', 'httpstco7vpjr2vvub', 'youtube']",-1
1255,"['todos', 'desejo', 'santo', 'natal', 'ano', '2017', 'cheio', 'esperança', 'httpstco79kmcqdfwx', 'youtube']",-1
1256,"['desejo', 'santo', 'natal', 'ano', '2017', 'cheio', 'esperança', 'joão', 'patrocínio', 'httpstcoitpjn5rlue', 'httpstcoqmzt4kcsbu']",-1
1257,"['boas', 'festas', 'juntos', 'vamos', 'renovar', 'portugal', 'pnr', 'portugal', 'feliznatal', 'httpstcoecse8qgh2a']",-1
1258,"['hoje', '19h45', 'rtp1', 'tempo', 'antena', 'anual', 'pnr', 'perder', 'divulgar', 'httpstcoykfflc9akz']",-1
1259,"['negociação', 'salário', 'mínimo', 'portugal', 'httpstco1lrcgs1ajt', 'renovarportugal', 'pnr']",-1
1260,"['estado', 'segurança', 'privada', 'portugal', 'httpstcoxdh26hs0q4', 'renovarportugal', 'pnr']",-1
1261,"['urge', 'mudança', 'renovarmos', 'portugal', 'rpsantos1970', 'httpstco1nwgtuunou', 'rogériosantos', 'pnr', 'renovarportugal']",-1
1262,"['mannextdoor', 'reparei', 'ficaste', 'chateado', 'coisa', 'tise', 'querias', 'dizer', 'alguma', 'coisa', 'rápido', 'enviar', 'msg']",-1
1263,"['misterracha', 'mrtiagomendes', 'desta', 'deixo', 'passar', 'haverá', 'segunda', 'oportunidade']",-1
1264,"['scp', 'falha', 'golos', 'jogadores', 'isolados', 'ninguém', 'baliza', 'scp', 'perde', 'setúbal', 'scp', 'eliminado', 'sportinguistas', 'culpam', 'slb']",-1
1265,"['sempre', 'vejo', 'homem', 'bigode', 'interrogome', 'aposta', 'desgraçado', 'perdido']",-1
1266,"['hoje', 'noite', 'novidades', 'aqui', 'muitas', 'novidades', 'apareçam', 'partir', '21h00']",-1
1267,"['jfranja', 'novidades', 'sim', 'coisas', 'absurdas']",-1
1268,"['rt', 'miltoneumesmo', 'ruihcruz', 'opauloalmeida', 'istoeserio', 'dia', '20', 'dia', '23', 'rsc', 'lisboa', 'amanhã', 'compro', 'bilhete', 'hoje', 'vou', 'dormir', 'feliz']",-1
1269,"['ruihcruz', 'istoeserio', 'diogobataguas', 'vamos', 'andar', 'fazer', 'datas', 'virão', 'bilhetes', 'httpstcomsyf1tqniu']",-1
1270,"['ando', 'passear', 'baixa', 'porto', 'encontrei', 'prédio', 'transformado', 'turismo', 'habitação', 'juro', 'vou', 'jogar', 'euromilhões']",-1
1271,"['lazarus605forte', 'bilhetes', 'casino', 'figueira', 'foz', 'httpstcoxojyynw0jp']",-1
1272,"['jonas', 'marca', 'após', 'truque', 'magia', 'sálvio', 'rivais', 'têm', 'razão', 'benfica', 'manda', 'nisto', 'tudo', 'aculpaédobenfica']",-1
1273,"['paulogarcia1970', 'falta', 'grimaldo']",-1
1274,"['jonas', 'médico', 'mário', 'soares', 'tornavase', 'imortal']",-1
1275,"['rt', 'jpintocoelho60', 'aqui', 'lágrimas', 'soares', 'elogios', 'fúnebres', 'sempre', 'considerei', 'traidor', 'inimigo', 'sentia', 'intocáv']",-1
1276,"['rt', 'vitormramalho', 'concorda', 'saída', 'portugal', 'união', 'europeia', 'httpstcobxtlrtc67l']",-1
1277,"['ruihcruz', 'nome', 'banda', 'sabes', 'és', 'fraude']",-1
1278,"['malta', 'lousada', 'arredoreshoje', 'vou', 'wills', 'rock', 'club', 'rui', 'xará', 'noite', 'humor', 'calminho', 'pa', 'httpstcong0sutdcm9']",-1
1279,"['rt', 'mrtiagomendes', 'grande', 'espetáculo', 'ontem', 'opauloalmeida', 'antes', 'fã', 'agora', 'ainda', 'vale', 'pena', 'ir', 'ver', 's']",-1
1280,"['ronaldo', 'ganhar', 'prémio', 'melhor', 'mundo', 'espero', 'volte', 'dizer', 'soltarem', 'fogos', 'madeira', 'verão', 'passado', 'deu', 'merda']",-1
1281,"['metes', 'namorada', 'friend', 'zone', 'sempre', 'httpstco3085lrqn4a']",-1
1282,"['cara', 'foda', 'tomou', 'posse', 'criou', 'empregos', 'obama', 'sequer', 'sonhou', 'httpstcokic75cxnjr']",-1
1283,"['esquerda', 'assim', 'lamenta', 'morte', 'bandidos', 'diz', 'matou', 'pouco', 'pra', 'genocidas', 'stalin', 'matou', 'po', 'httpstcog2ritoeytf']",-1
1284,"['amor', 'esquerda', 'httpstcomgo8hwrjbx']",-1
1285,"['direitos', 'humanos', 'onde', 'esquizofrenia', 'esquerdista', 'faz', 'morada', 'httpstcodaansuafwv']",-1
1286,"['esquerda', 'palavra', 'sujeira', 'defendem', 'ideologia', 'sanguinária', 'culpam', 'sistema', 'usam', 'httpstcod44ggie2zi']",-1
1287,"['deve', 'tal', 'guinada', 'direita', 'imprensa', 'tanto', 'fala', 'piada', 'sótemsocialistanessamerda', 'httpstcofsuq4k9xi3']",-1
1288,"['bilhetes', 'figueira', 'faro', 'lisboa', 'porto', 'évora', 'venda', 'sítios', 'costume', 'overdosedetourette', 'httpstcoelebfhvqi0']",-1
1289,"['ainda', 'bem', 'q', 'ontem', 'fifa', 'n', 'atribuiu', 'prémio', 'fairplay', 'chapecoense', 'parar', 'premiar', 'equipas', 'cujos', 'jogadores', 'atiram', 'p', 'chão']",-1
