,tokens,class
2080,"['rt', 'jromaoferreira', 'psd', 'e', 'cds', 'querem', 'os', 'sms', 'de', 'centeno', 'até', 'às', '18h', 'caso', 'não', 'aconteça', 'apresentam', 'às', '1815h', 'um', 'candidato', 'conjunto', 'à', 'camara', 'de']",-1
2081,"['odeio', 'feministas', 'só', 'falam', 'merda', 'vamos', 'fazer', 'o', 'q', 'perfis', 'falsos', 'zoando', 'coisas', 'q', 'nunca', 'disseramkkk', 'kkkkmitou']",3
2082,"['fhc', 'amigo', 'do', 'lula', 'pra', 'implantar', 'comunismo', 'no', 'brasil', 'foro', 'de', 'são', 'paulo', 'pra', 'virar', 'venezuela', 'httpstcocuzjh50gyq']",-1
2083,"['rt', 'schaianagrade', 'se', 'tem', 'algo', 'precioso', 'neste', 'mundo', 'este', 'algo', 'é', 'o', 'perfil', 'naokahlo', 'httpstcodyn1prztvx']",-1
2084,"['belo', 'legado', 'petista', 'sqn', 'httpstcod3ji6o3t2e']",-1
2085,"['um', 'jairbolsonaro', 'incomoda', 'muita', 'gente', 'um', 'jairbolsonaro', 'em', '2º', 'lugar', 'nas', 'pesquisas', 'incomoda', 'mt', 'mais', 'bolsonaropresidente', 'bolsonaro2018']",-1
2086,"['bemvindo', 'aos', 'estados', 'unidos', 'israelipm', 'benjamin', 'e', 'sara', 'icymi', 'conferência', 'de', 'imprensa', 'conjunta', 'httpstcoj4eulrsr6v']",-1
2087,"['juntese', 'a', 'mim', 'na', 'flórida', 'este', 'sábado5pm', 'pra', 'um', 'comício', 'no', 'aeroporto', 'internacional', 'de', 'orlandomelbourne', 'ingressos', 'httpstcodmcrebt2xx']",-1
2088,"['ceo', 'da', 'aetna', 'o', 'obamacare', 'está', 'no', 'espiral', 'da', 'morte', 'repealandreplace', 'httpstcowx4xxmsiy5', 'httpstcoro3tnc2qde']",-1
2089,"['mulheres', 'do', 'rio', 'vamos', 'aproximar', 'as', 'meninas', 'da', 'ciência', '3', 'inscrições', 'online', 'httpstcotqvi99qd53', 'httpstcogyahfewjkr']",-1
2090,"['rt', 'numiweb', 'também', 'queremos', 'ver', 'os', 'sms', 'do', 'paulo', 'portas', 'sobre', 'o', 'negócio', 'dos', 'submarinos']",-1
2091,"['nomes', 'não', 'faltam', 'vigaristas', 'corruptos', 'aldrabões', 'assassinos', 'vendidos', 'traidores', 'pedófilos', 'aberrações', 'httpstcor3eecz5d8s']",-1
2092,"['que', 'texto', 'maravilhoso', 'httpstco0z6x2gevf6']",-1
2093,"['eu', 'honestamente', 'me', 'emocionei', 'lendo', 'vale', 'a', 'pena']",-1
2094,"['bom', 'dia', 'companheiros', 'alguém', 'sabe', 'a', 'que', 'horas', 'chega', 'o', 'asteróide', 'é', 'para', 'saber', 'se', 'ainda', 'tenho', 'tempo', 'para', 'comprar', 'o', 'livro', 'das', 'quintasfeiras']",-1
2095,"['preescrevem', 'esse', 'é', 'o', 'nível', 'de', 'jornalismo', 'do', 'jornaloglobo', 'inacreditável', 'que', 'alguém', 'assine', 'esse', 'lixo', 'httpstcott8dxvp17x']",-1
2096,"['barreiro', 'também', 'é', 'uma', 'terra', 'portuguesa', 'barreiro', 'portugal', 'soflusa', 'httpstcodasvriemil']",-1
2097,"['rt', 'paisdoamaraljp', 'a', 'eleição', 'de', 'trump', 'trouxe', 'ao', 'mundo', 'a', 'intolerância', 'a', 'dos', 'seus', 'opositores', 'be', 'pcp', 'geringonça']",-1
2098,"['rt', 'vitormramalho', 'tudo', 'boa', 'gente', 'por', 'estas', 'e', 'por', 'outras', 'é', 'que', 'estou', 'no', 'pnr', 'httpstcoy2i91hiyma']",-1
2099,"['rt', 'jpintocoelho60', 'nomes', 'não', 'faltam', 'vigaristas', 'corruptos', 'aldrabões', 'assassinos', 'vendidos', 'traidores', 'pedófilos', 'aberrações', '25abril']",-1
2100,"['a', 'venezuela', 'deve', 'tirar', 'leopoldo', 'lopez', 'prisioneiro', 'político', 'e', 'marido', 'de', 'liliantintori', 'me', 'reuni', 'com', 'marcorubio', 'httpstco5egejnfwbx']",-1
2101,"['ameaça', 'ridículo', 'estão', 'é', 'mal', 'habituados', 'podem', 'dizer', 'o', 'que', 'querem', 'de', 'nós', 'mas', 'vêem', 'ameaças', 'onde', 'elas', 'não', 'existem', 'httpstcom5vuwgjg1e']",-1
2102,"['bate', 'ao', 'outro', 'e', 'não', 'ao', 'mesmo', 'httpstco47o0npx8uz']",-1
2103,"['rt', 'jpintocoelho60', 'ameaça', 'ridículo', 'estão', 'é', 'mal', 'habituados', 'podem', 'dizer', 'o', 'que', 'querem', 'de', 'nós', 'mas', 'vêem', 'ameaças', 'onde', 'elas', 'não', 'existem', 'que']",-1
2104,"['mercado', 'de', 'ações', 'em', 'nova', 'alta', 'maior', 'número', 'de', 'ganhos', 'em', 'décadas', 'grande', 'nível', 'de', 'confiança', 'e', 'otimismo', 'mesmo', 'antes', 'httpstcoxre6dvcmea']",-1
2105,"['lazarus605forte', 'para', 'esse', 'é', 'preferível', 'o', 'sulfato', 'de', 'cobre']",-1
2106,"['furos', 'e', 'até', 'mesmo', 'furos', 'confidenciais', 'ilegais', 'tem', 'sido', 'um', 'problema', 'em', 'washington', 'há', 'anos', 'o', 'falido', 'nytimes', 'e', 'outr', 'httpstcowxkcxl4qxl']",-1
2107,"['a', 'atenção', 'finalmente', 'está', 'voltada', 'aos', 'infiltrados', 'desocupados', 'eles', 'serão', 'pegos', 'httpstcolgslth3akd']",-1
2108,"['quando', 'acabarem', 'de', 'ler', 'o', 'novo', 'livro', 'do', 'cavaco', 'recomendo', 'este', 'httpstco0yga97b47v']",-1
2109,"['uau', 'agora', 'ele', 'vai', 'chorar', 'aliás', 'que', 'galera', 'democrática', 'hein', 'tipo', 'aquela', 'época', 'em', 'que', 'você', 'era', 'da', 'kgb', 'httpstcoqziiuc5prk']",-1
2110,"['quando', 'acabarem', 'de', 'ler', 'o', 'novo', 'livro', 'do', 'cavaco', 'recomendo', 'também', 'este', 'httpstcozr9lpflyys']",-1
2111,"['aparentemente', 'as', '592', 'páginas', 'do', 'livro', 'de', 'cavaco', 'silva', 'contêm', 'mais', 'enxofre', 'do', 'que', 'os', 'armazéns', 'da', 'sapec', 'em', 'setúbal']",-1
2112,"['existem', 'pessoas', 'que', 'ainda', 'jogam', 'ao', 'perguntados', 'em', '2017', 'e', 'ainda', 'se', 'admiram', 'que', 'o', 'mundo', 'vá', 'acabar', 'hoje']",-1
2113,"['dieaug', 'não', 'tinha', 'espaço', 'para', 'palavra', 'vazamentos', 'contamos', 'com', 'a', 'compreensão', 'dos', 'leitores', 'ao', 'usar', 'a', 'palavra', 'furos', 'agradecemos', 'de', 'vdd', 'a', 'msg']",-1
2114,"['que', 'eu', 'saiba', 'condição', 'básica', 'pra', 'comprar', 'casa', 'é', 'ter', 'dinheiro', 'e', 'pra', 'isso', 'precisa', 'trabalhar', 'se', 'ficar', 'acampado', 'aí', 'n', 'httpstcov8kdwczab8']",-1
2115,"['a', 'mídia', 'de', 'notícias', 'falsas', 'que', 'inventa', 'histórias', 'e', 'fontes', 'é', 'mais', 'eficaz', 'que', 'os', 'democratas', 'desmoralizados', 'mas', 'is', 'httpstco9hbvtqeapk']",-1
2116,"['os', 'democratas', 'tinham', 'que', 'criar', 'uma', 'justificativa', 'pela', 'derrota', 'nas', 'eleições', 'então', 'inventaram', 'uma', 'história', 'rússia', 'httpstcoh8m5a5zwgk']",-1
2117,"['rt', 'lfrancobastos', 'próximo', 'sábado', '18', 'fev', 'levo', 'o', 'meu', 'solo', 'de', 'standup', 'voz', 'da', 'razão', 'a', 'portalegre', 'bilhetes', 'cae', 'portalegre', 'fnac', 'ou', 'htt']",-1
2118,"['10', 'de', 'junho', 'marcha', 'da', 'nacionalidade', 'partilhe', 'e', 'convide', 'amigos', 'portugal', 'omundoacabaamanhae', 'renovarportugal', 'pnr', 'httpstcocntaodafri']",-1
2119,"['cavaco', 'poderá', 'não', 'ter', 'um', 'amigo', 'q', 'lhe', 'compre', 'todos', 'os', 'livros', 'mas', 'teve', 'uma', 'editora', 'q', 'anda', 'há', 'décadas', 'a', 'ser', 'financiada', 'por', 'todos', 'os', 'portugueses']",-1
2120,"['aapbatista', 'ora', 'bem', 'já', 'está', 'a', 'perder', 'a', 'linha', 'o', 'verniz', 'dos', 'tolerantes', 'acaba', 'sempre', 'por', 'estalar']",-1
2121,"['vai', 'tomar', 'no', 'cu', 'judiciário', 'é', 'a', 'vergonha', 'do', 'brasil', 'revoltante', 'httpstcowxzqr85o3o']",-1
2122,"['miguelcarvalhu', 'dizer', 'que', 'a', 'hegemonia', 'tem', 'os', 'dias', 'contados', 'então', 'não', 'se', 'pode', 'prever', 'o', 'fim', 'de', 'um', 'ciclo', 'que', 'patéticos']",-1
2123,"['fim', 'do', 'mundo', 'foi', 'cancelado', 'pq', 'o', 'aeroporto', 'da', 'portela', 'já', 'não', 'tem', 'capacidade', 'para', 'receber', 'asteróides', 'devido', 'à', 'saturação', 'do', 'seu', 'espaço', 'aéreo']",-1
2124,"['miguelcarvalhu', 'cada', 'um', 'é', 'livre', 'de', 'escolher', 'o', 'tipo', 'de', 'erros', 'se', 'prefere', 'os', 'novos', 'erros', 'está', 'no', 'seu', 'direito', 'mas', 'por', 'mim', 'prefiro', 'evitálos']",-1
2125,"['rt', 'sophiaqualquer', 'não', 'são', 'a', 'favor', 'da', 'eutanásia', 'mas', 'apoiam', 'o', 'livro', 'do', 'cavaco', 'silva']",-1
2126,"['miguelcarvalhu', 'quem', 'falou', 'em', 'erros', 'velhos', 'eu', 'disse', 'que', 'preferia', 'evitálos', 'não', 'quero', 'o', 'caminho', 'errado', 'que', 'andamos', 'a', 'levar', 'há', 'mal', 'nisso']",-1
2127,"['no', '10', 'de', 'junho', 'com', 'a', 'nossa', 'habitual', 'marchadanacionalidade', 'arranca', 'a', 'campanha', 'autárquica', 'do', 'pnr', 'venha', 'connosco', 'httpstcosco6edomhx']",-1
2128,"['miguelcarvalhu', 'pronto', 'discordamos', 'nisso', 'mas', 'pelo', 'menos', 'vejo', 'em', 'si', 'um', 'interlocutor', 'com', 'nível', 'e', 'educação']",-1
2129,"['não', 'deve', 'faltar', 'muito', 'para', 'o', 'coelho', 'e', 'a', 'cristas', 'virem', 'dizer', 'que', 'o', 'cancelamento', 'do', 'fim', 'do', 'mundo', 'é', 'mais', 'um', 'sinal', 'da', 'fragilidade', 'da', 'geringonça']",-1
2130,"['vai', 'ter', 'indenização', 'para', 'essas', 'pessoas', 'também', 'stfoficial', 'tenham', 'vergonha', 'na', 'cara', 'httpstcoto441snyjd']",-1
2131,"['uma', 'atitude', 'reprovável', 'de', 'aapbatista', 'da', 'bancada', 'do', 'psocialista', 'httpstcohg5riuudmh']",-1
2132,"['minha', 'cidade', 'que', 'adoro', 'lisboa', 'camaralisboa', 'autárquicaspnr', 'httpstcouunbketdbp']",-1
2133,"['eles', 'revelamse', 'faltamlhes', 'argumentos', 'e', 'faltaslhe', 'nível', 'agressividade', 'e', 'ofensa', 'é', 'o', 'seu', 'registo', 'psocialista', 'httpstcozhenzssm7i']",-1
2134,"['mrsquintas', 'cmrjpita', 'carneiroandre', 'lazarus605forte', 'bom', 'dia', 'sexta', 'feira', 'qual', 'é', 'o', 'livro', 'do', 'dia']",-1
2135,"['famelzundapp', 'bom', 'dia', 'finalmente', 'metes', 'uma', 'foto', 'tua']",-1
2136,"['mais', 'pura', 'verdade', 'a', 'grande', 'imprensa', 'não', 'aceita', 'sua', 'vitória', 'é', 'só', 'bate', 'nele', 'desde', 'a', 'posse', 'httpstcohqkmullfjp']",-1
2137,"['país', 'quebrando', 'desemprego', 'pra', 'todo', 'lado', 'violência', 'comendo', 'solta', 'e', 'vem', 'falar', 'em', 'folia', 'pqp', 'vtnc', 'essas', 'merda', 'httpstcotlpvv3lhon']",-1
2138,"['conhecem', 'algum', 'bandido', 'neste', 'país', 'que', 'ainda', 'não', 'tenha', 'escrito', 'um', 'livro', 'ou', 'que', 'ainda', 'não', 'tenha', 'sido', 'condecorado']",-1
2139,"['trump', 'sanciona', 'lei', 'que', 'desfaz', 'regulamentação', 'do', 'minério', 'de', 'carvão', 'criada', 'por', 'obama', 'httpstcokoiqof4dfc', 'httpstcojztntgjdzq']",-1
2140,"['liberdade', 'e', 'direitos', 'das', 'mulheres', 'não', 'podem', 'ser', 'postos', 'em', 'causa', 'liberdade', 'islão', 'mulheres', 'portugal', 'httpstco86dgtcm5pc']",-1
2141,"['mesmo', 'com', 'o', 'atraso', 'dos', 'democratas', 'pra', 'finalmente', 'aprovar', 'o', 'dr', 'tom', 'price', 'a', 'revogação', 'e', 'substituição', 'do', 'obamacare', 'e', 'httpstcoeux1dieznb']",-1
2142,"['indo', 'a', 'charleston', 'carolina', 'do', 'sul', 'pra', 'passar', 'um', 'tempo', 'com', 'a', 'boeing', 'e', 'falar', 'sobre', 'empregos', 'ansioso', 'httpstco19l22j6oaj']",-1
2143,"['confesso', 'a', 'minha', 'cotovelite', 'não', 'que', 'não', 'fosse', 'capaz', 'de', 'escrever', 'um', 'livro', 'mas', 'por', 'saber', 'que', 'se', 'o', 'fizesse', 'não', 'teria', 'amigos', 'para', 'o', 'comprarem']",-1
2144,"['obrigado', 'por', 'todos', 'os', 'elogios', 'na', 'conferência', 'de', 'imprensa', 'ontem', 'rush', 'limbaugh', 'disse', 'que', 'foi', 'uma', 'das', 'melhores', 'e', 'a', 'm', 'httpstcocihsjyqcvf']",-1
2145,"['rt', 'allonsygui', 'nao', 'entendi', 'mto', 'bem', 'a', 'nicki', 'minaj', 'achou', 'um', 'livro', 'dai', 'leu', 'e', 'se', 'transformou', 'na', 'bella', 'do', 'crepusculo', 'q', 'doideira', 'httpstcon']",-1
2146,"['fodase', 'quer', 'ceder', 'a', 'toda', 'e', 'qq', 'tentação', 'e', 'não', 'trabalhar', 'pode', 'virar', 'uma', 'cracuda', 'moradora', 'de', 'rua', 'por', 'exemplo', 'httpstcotvyuqqwal4']",11.7
2147,"['o', 'general', 'keith', 'kellog', 'o', 'qual', 'conheço', 'há', 'um', 'bom', 'tempo', 'tem', 'grandes', 'chances', 'de', 'ir', 'pra', 'nsa', 'como', 'outros', '3', 'também', 'te', 'httpstcotqs1ydbyft']",-1
2148,"['vai', 'ter', 'indenização', 'para', 'essa', 'família', 'também', 'stfoficial', 'ou', 'só', 'mesmo', 'para', 'bandidos', 'httpstco75xu49imtf']",-1
2149,"['amtc74', 'capazes', 'nossa', 'que', 'estranho']",-1
2150,"['chupa', 'nazistinha', 'vai', 'daí', 'masaldanhabea', 'httpstcoht4arop6dk']",-1
2151,"['mais', 'um', 'país', 'decadente', 'httpstcoxcnxnkfcrc']",-1
2152,"['quem', 'tem', 'ódio', 'é', 'a', 'extremadireita', 'ou', 'você', 'fuckingpisces', 'httpstcoccuqflnyt1']",-1
2153,"['algarvios', 'a', 'caravana', 'está', 'a', 'caminho', 'e', 'o', 'grego', 'do', 'batáguas', 'também', 'auditório', 'verde', '22h', 'bilhetes', 'nos', 'sítios', 'do', 'co', 'httpstco5tpnwhhjbr']",-1
2154,"['como', 'você', 'pode', 'militar', 'por', 'uma', 'causa', 'sendo', 'que', 'você', 'nem', 'estuda', 'dangerouzlovato', 'transgêneros', 'httpstcouisnahxmw7']",-1
2155,"['a', 'diferença', 'entre', 'os', 'tribunais', 'e', 'as', 'comissões', 'parlamentares', 'é', 'que', 'nestas', 'últimas', 'como', 'não', 'há', 'pobres', 'nunca', 'há', 'ninguém', 'para', 'condenar']",-1
2156,"['saímos', 'no', 'correio', 'da', 'manhã', 'mas', 'só', 'porque', 'as', 'notícias', 'humorísticas', 'sobre', 'o', 'carrilho', 'já', 'não', 'estavam', 'a', 'bater', 'humor', 'httpstco41rgkek8oc']",-1
2157,"['rt', 'joaquimtexera', 'meu', 'neto', 'pediu', 'pra', 'ser', 'trans', 'comprei', 'um', 'carrinho', 'de', 'mão', 'agora', 'ele', 'é', 'transportador', 'de', 'brita', 'desliguei', 'do', 'encontrofa']",3.2-3.3.1
2158,"['moonlight', 'um', 'filme', 'que', 'mergulha', 'na', 'humanidade', 'de', 'um', 'jovem', 'negro', 'httpstconaafwiacz5', 'via', 'afroguerrilha']",-1
2159,"['rt', 'naokahlo', '11', 'dicas', 'de', 'como', 'fazer', '–', 'e', 'manter', 'amizade', 'com', 'outra', 'mulher', 'post', 'de', 'hoje', 'no', 'nosso', 'blog', 'httpstcogt0erjqyjo', 'http']",-1
2160,"['rt', 'pxandreia', 'negro', 'gay', 'pobre', 'e', 'apoiando', 'o', 'bolsonaro', 'vocês', 'precisam', 'mudar', 'o', 'discurso', 'pq', 'essa', 'de', 'homofóbico', 'racista', 'não', 'cola', 'mais']",-1
2161,"['samsungbrasil', 'eu', 'ia', 'comprar', 'um', 's7', 'semana', 'que', 'vem', 'desisti']",-1
2162,"['do', 'facebook', 'de', 'um', 'deputado', 'do', 'ps', 'de', 'facto', 'quem', 'se', 'mete', 'com', 'o', 'ps', 'leva', 'tolerantes', 'no', 'seu', 'melhor', 'psocialista', 'httpstco8a73eond7g']",-1
2163,"['recordando', 'um', 'desafio', 'na', 'minha', 'candidatura', 'nas', 'intercalares', 'lisboa', '2007', 'obtive', '08', 'objectivo', 'para', '2017', '2', 'httpstcoxc1rtlxwx6']",-1
2164,"['rt', 'ajulysantos', 'os', 'fãs', 'de', 'lula', 'certamente', 'vão', 'dizer', 'que', 'tudo', 'isso', 'é', 'mentira', 'httpstcoiddsullz1w']",-1
2165,"['juntese', 'à', 'mim', 'às', '1100am', 'assita', 'aqui', 'httpstcoxo8ry0eswo', 'httpstcol3kj0mizlv']",-1
2166,"['a', 'mídia', 'de', 'notícias', 'falsas', 'os', 'falidos', 'nytimes', 'nbcnews', 'abc', 'cbs', 'cnn', 'não', 'é', 'minha', 'inimiga', 'mas', 'sim', 'inimiga', 'd', 'httpstco4rvcartdzd']",-1
2167,"['rt', 'ajulysantos', 'a', 'gente', 'xinga', 'a', 'grande', 'mídia', 'o', 'tempo', 'todo', 'e', 'vai', 'continuar', 'xingando', 'menos', 'hoje', 'httpstcokvr1f482yk']",-1
2168,"['é', 'mesmo', 'o', 'lula', 'tá', 'com', '70', '70', 'de', 'chance', 'de', 'ser', 'preso', 'ainda', 'esse', 'mês', 'httpstcosfxi9ohbvo']",-1
2169,"['rt', 'umtricampeao', 'jogador', 'do', 'tondela', 'vê', 'o', 'segundo', 'amarelo', 'depois', 'de', 'ser', 'agredido', 'com', 'uma', 'cotovelada', 'por', 'soares', 'apito', 'dourado', 'de', 'volta', 'htt']",-1
2170,"['veja', 'alguém', 'duvida', 'que', 'vai', 'ser', 'mais', 'uma', 'matéria', 'pra', 'denegrir', 'o', 'bolsonaro', 'httpstcoleiqbag247']",-1
2171,"['e', 'agora', 'o', 'sosracismo', 'não', 'diz', 'nada', 'basta', 'urge', 'um', 'apoio', 'às', 'políticas', 'defendidas', 'pelo', 'pnr', 'para', 'que', 'isto', 'acabe', 'httpstcoho18zpv2f4']",-1
2172,"['uma', 'das', 'conferências', 'de', 'imprensa', 'mais', 'eficazes', 'que', 'já', 'vi', 'rush', 'limbaugh', 'muitos', 'concordam', 'mas', 'a', 'mídia', 'falsa', 'd', 'httpstcodsm3ydbuok']",-1
2173,"['ansioso', 'para', 'o', 'comício', 'na', 'flórida', 'amanhã', 'grande', 'multidão', 'à', 'vista', 'httpstcoo1dnxumimw']",-1
2174,"['rt', 'obonholmer', 'fazer', 'pesquisa', 'de', 'intenção', 'de', 'voto', 'pro', 'bolsonaro', 'no', 'twitter', 'é', 'igual', 'fzr', 'o', 'msm', 'pro', 'trump', 'no', 'tumblr']",-1
2175,"['rt', 'dianafigueredoo', 'chega', '2018', 'o', 'bolsonaro', 'ganha', 'mas', 'como', 'assim', 'ele', 'perdeu', 'na', 'pesquisa', 'no', 'perfil', 'do', 'próprio', 'filho', 'é', 'amigo', 'a', 'vida', 'é', 'mais']",-1
2176,"['rt', 'bolsonarozueroo', 'porque', 'sou', 'a', 'favor', 'do', 'bolsonaro', 'bolsonaro2018', 'httpstcocdim9hlm8l']",-1
2177,"['flavix', 'editorahumanas', 'já', 'meu', 'fgts', 'httpstcozdbg6qy9wu']",-1
2178,"['rt', 'carmeloneto', 'se', 'as', 'eleições', 'fossem', 'hoje', 'e', 'o', '2º', 'turno', 'fosse', 'entre', 'joão', 'dória', 'e', 'jair', 'bolsonaro', 'em', 'quem', 'você', 'votaria', 'para', 'presidente']",-1
2179,"['rt', 'joicehasselmann', 'a', 'imagem', 'diz', 'tudo', 'odecarvalho', 'deltanmd', 'jairbolsonaro', 'bolsonarosp', 'realdonaldtrump', 'httpstco0oxe6jce0s']",-1
2180,"['esse', 'cara', 'é', 'um', 'lixo', 'humano', 'é', 'daqueles', 'imbecis', 'que', 'acham', 'que', 'sabem', 'tudo', 'httpstcoocs4e9fev1']",-1
2181,"['rt', 'ajulysantos', 'cynara', 'menezes', 'hoje', 'vai', 'sonhar', 'com', 'reinaldo', 'azevedo', 'ele', 'repetiu', 'todo', 'discurso', 'dela', 'contra', 'joice']",-1
2182,"['rt', 'mvsmotta', 'qual', 'o', 'motivo', 'do', 'chilique', 'do', 'reinaldo', 'azevedo', 'contra', 'a', 'joice', 'hasselmann']",-1
2183,"['rt', 'aguedescartoon', 'reinaldo', 'azevedo', 'foi', 'a', 'favor', 'da', 'lavajato', 'até', 'a', 'queda', 'do', 'pt', 'depois', 'disso', 'passou', 'a', 'atacar', 'moro', 'já', 'o', 'chamou', 'de', 'ditador']",-1
2184,"['famelzundapp', 'eu', 'também', 'já', 'tive', 'um', 'colchão', 'assim']",-1
2185,"['famelzundapp', 'e', 'a', 'famel', 'cabe', 'na', 'quechua']",-1
2186,"['benfica', 'pediu', 'reunião', 'urgente', 'com', 'conselho', 'de', 'arbitragem', 'anjinhos', 'isso', 'não', 'resulta', 'para', 'resultar', 'tem', 'de', 'ser', 'surpresa']",-1
2187,"['imaginem', 'a', 'cotovelite', 'com', 'que', 'o', 'soares', 'deve', 'estar', 'hoje', 'depois', 'de', 'ontem', 'ter', 'sido', 'agredido', 'pelo', 'olho', 'do', 'jogador', 'do', 't', 'httpstcoj5qgx5irmc']",-1
2188,"['mariacpbruno', 'esse', 'não', 'era', 'bandido', 'para', 'a', 'felgueiras', 'era', 'meigo']",-1
2189,"['faz', 'assim', 'fala', 'com', 'ele', 'ou', 'sua', 'mamãe', 'para', 'de', 'se', 'oferecer', 'ou', 'passarei', 'a', 'linguiça', 'nela', 'honestidade', 'é', 'sempre', 'o', 'camin', 'httpstcodcaofcwxck']",3.3
2190,"['acho', 'ridículo', 'mas', 'respeito', 'não', 'sou', 'homofóbico', 'httpstcogc4l1yj1ls']",4
2191,"['você', 'criou', 'bem', 'seu', 'filho', 'parabéns', 'joaquinresponde', 'httpstcozwlta8ahtr']",-1
2192,"['eu', 'pago', 'tudo', 'que', 'consumo', 'tenho', 'o', 'nome', 'limpo', 'na', 'praça', 'httpstcoud3ihn8uyj']",-1
2193,"['tão', 'lamentável', 'quando', 'sua', 'photo', 'sélfi', 'na', 'academia', 'evidenciando', 'a', 'musculatura', 'vai', 'criar', 'vergonha', 'rapaz', 'httpstcodascgn4sqb']",3.1
2194,"['trazei', 'com', 'uma', 'feminista', 'joaquinresponde', 'httpstco6gmqug6ru5']",-1
2195,"['passa', 'a', 'linguiça', 'mas', 'quando', 'for', 'pra', 'casar', 'ache', 'uma', 'menina', 'de', 'respeito', 'não', 'as', 'marmita', 'joaquinresponde', 'httpstcowhjd9f0w1w']",3.3
2196,"['esses', 'dia', 'estavam', 'me', 'chamando', 'disso', 'aqui', 'puta', 'que', 'pariu', 'trabalhei', '40', 'anos', 'no', 'ramo', 'da', 'marcenaria', 'pra', 'ser', 'chamado', 'dis', 'httpstcomin3p9kb9a']",-1
2197,"['nenhum', 'mas', 'que', 'fique', 'claro', 'sobrepeso', 'faz', 'mal', 'a', 'saúde', 'eu', 'tenho', 'ácido', 'úrico', 'gota', 'devido', 'a', 'isso', 'joaquinresponde', 'httpstcomhy3q3mtpz']",-1
2198,"['leveo', 'pro', 'puteiro', 'se', 'ele', 'entrar', 'nesse', 'caminho', 'de', 'lol', 'o', 'sr', 'nunca', 'será', 'avô', 'boa', 'sorte', 'joaquinresponde', 'httpstcowlgmy4tg1d']",11.1
2199,"['essa', 'geração', 'é', 'um', 'lixo', 'eu', 'faço', 'minha', 'parte', 'proibo', 'meus', 'netos', 'de', 'verem', 'youtubers', 'joaquinresponde', 'httpstcoby9pac1pqy']",9.2
2200,"['não', 'falo', 'de', 'coisas', 'muito', 'pessoais', 'uso', 'a', 'rede', 'social', 'para', 'descontrair', 'joaquinresponde', 'httpstcocuai0pe00c']",-1
2201,"['não', 'uso', 'isso', 'gosto', 'do', 'téte', 'a', 'téte', 'chega', 'encochando', 'e', 'chamando', 'de', 'delícia', 'um', 'amante', 'a', 'moda', 'antiga', 'joaquinresponde', 'httpstcolpfxqzysmd']",3.3
2202,"['grande', 'mussum', 'um', 'dos', 'poucos', 'iutubers', 'que', 'prestam', 'sou', 'seu', 'fã', 'e', 'sobre', 'o', 'pedido', 'mande', 'a', 'pessoa', 'a', 'merda', 'e', 'diga', 'paz', 'httpstcopje2toxs9v']",-1
2203,"['rt', 'voluptama', 'quando', 'o', 'secretário', 'foi', 'para', 'o', 'real', 'madrid', 'o', 'pdc', 'teve', 'de', 'passar', 'atender', 'os', 'telefones', 'httpstcoksx4p0yvs6']",-1
2204,"['seu', 'pai', 'sabe', 'que', 'você', 'posta', 'isso', 'na', 'rede', 'social', 'joaquinresponde', 'httpstcomibx3uepx2']",-1
2205,"['sim', 'tem', 'que', 'usar', 'a', 'língua', 'é', 'um', 'ótimo', 'treinamento', 'joaquinresponde', 'httpstcoqzvilurpys']",-1
2206,"['eu', 'tenho', 'pena', 'das', 'mulheres', 'com', 'esse', 'homens', 'de', 'hoje', 'acho', 'que', 'eu', 'viraria', 'sapatão', 'olha', 'dá', 'vergonha', 'da', 'minha', 'raça', 'httpstcoz4wrncc98n']",3.1
2207,"['já', 'faz', 'parte', 'tomo', 'um', 'banho', 'relaxo', 'e', '15', 'minutos', 'depois', 'vou', 'pra', 'batalha', 'de', 'novo', 'se', 'a', 'mulher', 'não', 'entender', 'é', 'marmita', 'httpstcos0gzqjev6r']",-1
