text,class
"@aapbatista 
Ora bem... já está a perder a linha. O verniz dos ""tolerantes"" acaba sempre por estalar.",-1
"VAI TOMAR NO CU!!! JUDICIÁRIO É A VERGONHA DO BRASIL!!! 
REVOLTANTE!! https://t.co/WxzQR85O3o",-1
"@miguelcarvalhu 
Dizer que a ""hegemonia tem os dias contados""? Então não se pode prever o fim de um ciclo? 
Que patéticos...",-1
Fim do Mundo foi cancelado pq o Aeroporto da Portela já não tem capacidade para receber + asteróides devido à saturação do seu espaço aéreo.,-1
"@miguelcarvalhu 
Cada um é livre de escolher o tipo de erros. Se prefere os novos erros está no seu direito. Mas por mim prefiro evitá-los.",-1
RT @sophiaqualquer: Não são a favor da eutanásia mas apoiam o livro do Cavaco silva,-1
"@miguelcarvalhu 
Quem falou em erros velhos? Eu disse que preferia evitá-los. 
Não quero o caminho errado que andamos a levar. Há mal nisso?",-1
"No 10 de Junho, com a nossa habitual #MarchaDaNacionalidade, arranca a campanha autárquica do #PNR. Venha connosco! _ https://t.co/SCO6edomHX",-1
"@miguelcarvalhu 
Pronto, discordamos nisso. 
Mas pelo menos vejo em si um interlocutor com nível e educação. :)",-1
Não deve faltar muito para o Coelho e a Cristas virem dizer que o cancelamento do Fim do Mundo é mais um sinal da fragilidade da Geringonça.,-1
"Vai ter indenização para essas pessoas também, @STF_oficial ??!? TENHAM VERGONHA NA CARA!! https://t.co/TO441SnYJD",-1
Uma atitude reprovável de @aapbatista da bancada do @psocialista https://t.co/HG5RiUuDMH,-1
"Minha cidade que adoro! #Lisboa
@CamaraLisboa  #AutárquicasPNR https://t.co/UUNBKeTdbP",-1
"Eles revelam-se. Faltam-lhes argumentos e faltas-lhe nível. Agressividade e ofensa é o seu registo,
@psocialista https://t.co/ZhENzssM7I",-1
@mrsquintas @cmrjpita @carneiro_andre @Lazarus605forte Bom dia Sexta Feira! Qual é o livro do dia?,-1
@Famel_Zundapp bom dia! Finalmente metes uma foto tua!,-1
"Mais pura verdade. A grande imprensa não aceita sua vitória é só ""bate"" nele desde a posse. https://t.co/hQkMullFjP",-1
"País quebrando, desemprego pra todo lado, violência comendo solta e vem falar em ""FOLIA"", PQP!!! 
VTNC essas merda _ https://t.co/TlPVv3lhon",-1
Conhecem algum bandido neste país que ainda não tenha escrito um livro ou que ainda não tenha sido condecorado?...,-1
Trump sanciona lei que desfaz regulamentação do minério de carvão criada por Obama' https://t.co/koIqOf4dFC https://t.co/jztntgJdZQ,-1
"Liberdade e direitos das mulheres não podem ser postos em causa!
#Liberdade #Islão #Mulheres #Portugal https://t.co/86dGtcm5pc",-1
"Mesmo com o atraso dos democratas pra finalmente aprovar o Dr. Tom Price, a revogação e substituição do ObamaCare e _ https://t.co/eux1DieznB",-1
"Indo a Charleston, Carolina do Sul pra passar um tempo com a Boeing e falar sobre empregos! Ansioso. https://t.co/19L22J6oAj",-1
"Confesso a minha cotovelite. Não que não fosse capaz de escrever um livro mas por saber que, se o fizesse, não teria amigos para o comprarem",-1
Obrigado por todos os elogios na Conferência de Imprensa ontem. Rush Limbaugh disse que foi uma das melhores. E a m _ https://t.co/ciHsjyqcVf,-1
RT @allonsygui: nao entendi mto bem a nicki minaj achou um livro dai leu e se transformou na bella do crepusculo? q doideira https://t.co/n _,-1
"FODA-SE! 
Quer ceder a toda e qq tentação e não trabalhar?? Pode virar uma cracuda moradora de rua por exemplo... https://t.co/tVyuqQwal4",11.7
"O General Keith Kellog, o qual conheço há um bom tempo, tem grandes chances de ir pra NSA - como outros 3 também te _ https://t.co/tqs1YDByft",-1
"Vai ter indenização para essa família também, @STF_oficial , ou só mesmo para bandidos?!? https://t.co/75Xu49iMTF",-1
@amtc74 @CAPAZES nossa que estranho,-1
Chupa nazistinha! Vai daí @masaldanhabea https://t.co/ht4aRop6Dk,-1
Mais um país decadente... https://t.co/xcNxNkFcRc,-1
Quem tem ódio é a 'extrema-direita' ou você? @fuckingpisces https://t.co/CcuqflNyT1,-1
"Algarvios, a caravana está a caminho.
E o grego do Batáguas também.
Auditório Verde, 22h.
Bilhetes nos sítios do co _ https://t.co/5tpnwHHJBR",-1
"Como você pode militar por uma causa sendo que você nem estuda, @dangerouzlovato? 
#Transgêneros https://t.co/uISnAHxMw7",-1
"A diferença entre os Tribunais e as Comissões Parlamentares é que nestas últimas, como não há pobres, nunca há ninguém para condenar...",-1
"Saímos no Correio da Manhã. Mas só porque as notícias humorísticas sobre o Carrilho já não estavam a bater
#Humor
https://t.co/41rGkEK8OC",-1
"RT @JoaquimTexera: MEU NETO PEDIU PRA SER ""TRANS"" COMPREI UM CARRINHO DE MÃO, AGORA ELE É TRANSPORTADOR DE BRITA.
DESLIGUEI DO @EncontroFa _",3.3.1
Moonlight: um filme que mergulha na humanidade de um jovem negro https://t.co/NAAFwiaCz5 via @afroguerrilha,-1
"RT @NAOKAHLO: ""11 dicas de como fazer – e manter - amizade com outra mulher"" - post de hoje no nosso blog! >>> https://t.co/gT0erjqyjO http _",-1
"RT @pxandreia: Negro, gay, pobre e apoiando o Bolsonaro.
Vocês precisam mudar o discurso pq essa de ""homofóbico, racista"" não cola mais.
# _",-1
"@SamsungBrasil eu ia comprar um S7 semana que vem, desisti",-1
"Do Facebook de um deputado do #PS. De facto ""quem se mete com o PS leva"". Tolerantes no seu melhor!
@psocialista _ https://t.co/8A73EOnd7g",-1
"Recordando um ""desafio"" na minha candidatura nas ""Intercalares Lisboa 2007"".
Obtive 0,8%. 
Objectivo para 2017: 2%.
https://t.co/XC1RTlxwx6",-1
RT @ajulysantos: Os fãs de Lula certamente vão dizer que tudo isso é mentira https://t.co/iDDsullz1w,-1
Junte-se à mim às 11:00am: Assita aqui: https://t.co/XO8rY0eSWO https://t.co/l3kj0MIZlv,-1
"A mídia de NOTÍCIAS FALSAS (os falidos @nytimes, @NBCNews, @ABC, @CBS, @CNN) não é minha inimiga, mas sim inimiga d _ https://t.co/4rVCartdzd",-1
"RT @ajulysantos: A gente xinga a grande mídia o tempo todo, e vai continuar xingando, menos hoje.  https://t.co/KVr1F482Yk",-1
"É mesmo, o Lula tá com 70%, 70% de chance de ser preso ainda esse mês https://t.co/SfXi9oHbVo",-1
RT @umtricampeao: Jogador do Tondela vê o segundo amarelo depois de ser agredido com uma cotovelada por Soares. Apito Dourado de volta? htt _,-1
@VEJA alguém duvida que vai ser mais uma matéria pra denegrir o Bolsonaro? https://t.co/LeIqBAg247,-1
"E agora, o @sosracismo não diz nada?
Basta! Urge um apoio às políticas defendidas pelo PNR para que isto acabe.
https://t.co/Ho18zPv2f4",-1
"""Uma das conferências de imprensa mais eficazes que já vi!"" - Rush Limbaugh. Muitos concordam. Mas a MÍDIA FALSA  d _ https://t.co/dsm3YdbuOk",-1
Ansioso para o comício na Flórida amanhã. Grande multidão à vista! https://t.co/o1dNXUmImW,-1
RT @obonholmer: Fazer pesquisa de intenção de voto pro Bolsonaro no Twitter é igual fzr o msm pro Trump no Tumblr.,-1
"RT @dianafigueredoo: Chega 2018 o bolsonaro ganha ""mas como assim ele perdeu na pesquisa no perfil do próprio filho"" é amigo a vida é mais _",-1
RT @BolsonaroZueroo: Porque sou a favor do Bolsonaro #Bolsonaro2018 https://t.co/cdiM9hlM8l,-1
@flavix @editorahumanas já meu FGTS... https://t.co/zDbg6qy9Wu,-1
"RT @_carmeloneto: Se as eleições fossem hoje, e o 2º turno fosse entre João Dória e Jair Bolsonaro. Em quem você votaria para presidente?",-1
RT @joicehasselmann: A imagem diz tudo @OdeCarvalho @deltanmd @jairbolsonaro @BolsonaroSP @realDonaldTrump https://t.co/0oXe6Jce0s,-1
"Esse cara é um lixo humano, é daqueles imbecis que acham que sabem tudo https://t.co/Ocs4E9fEV1",-1
"RT @ajulysantos: Cynara Menezes hoje vai sonhar com Reinaldo Azevedo, ele repetiu todo discurso dela contra Joice.",-1
RT @mvsmotta: Qual o motivo do chilique do Reinaldo Azevedo contra a Joice Hasselmann?,-1
RT @aguedescartoon: Reinaldo Azevedo foi a favor da lava-jato até a queda do PT. Depois disso passou a atacar Moro (já o chamou de ditador! _,-1
@Famel_Zundapp eu também já tive um colchão assim...,-1
"@Famel_Zundapp e a Famel, cabe na Quechua?",-1
Benfica pediu reunião urgente com Conselho de Arbitragem. Anjinhos... Isso não resulta. Para resultar tem de ser surpresa...,-1
"Imaginem a cotovelite com que o Soares deve estar hoje, depois de ontem ter sido agredido pelo olho do jogador do T _ https://t.co/J5QGX5irMc",-1
"@mariacpbruno esse não era bandido, para a Felgueiras, era meigo.",-1
"FAZ ASSIM, FALA COM ELE: OU SUA MAMÃE PARA DE SE OFERECER OU PASSAREI A LINGUIÇA NELA. HONESTIDADE É SEMPRE O CAMIN _ https://t.co/dcaofcwXCK",3.3
"ACHO RIDÍCULO, MAS RESPEITO, NÃO SOU HOMOFÓBICO https://t.co/gC4L1yJ1ls",4
VOCÊ CRIOU BEM SEU FILHO PARABÉNS  #JoaquinResponde https://t.co/zWLta8ahTr,-1
EU PAGO TUDO QUE CONSUMO. TENHO O NOME LIMPO NA PRAÇA https://t.co/uD3IHN8UYJ,-1
TÃO LAMENTÁVEL QUANDO SUA PHOTO SÉLFI NA ACADEMIA EVIDENCIANDO A MUSCULATURA VAI CRIAR VERGONHA RAPAZ _ https://t.co/DAscgN4SQb,3.1
TRAZEI COM UMA FEMINISTA  #JoaquinResponde https://t.co/6GMqUg6ru5,-1
"PASSA A LINGUIÇA, MAS QUANDO FOR PRA CASAR ACHE UMA MENINA DE RESPEITO NÃO AS MARMITA  #JoaquinResponde https://t.co/wHjd9f0W1W",3.3
ESSES DIA ESTAVAM ME CHAMANDO DISSO AQUI PUTA QUE PARIU TRABALHEI 40 ANOS NO RAMO DA MARCENARIA PRA SER CHAMADO DIS _ https://t.co/mIn3p9Kb9A,-1
"NENHUM, MAS QUE FIQUE CLARO: SOBREPESO FAZ MAL A SAÚDE EU TENHO ÁCIDO ÚRICO (GOTA) DEVIDO A ISSO.  #JoaquinResponde https://t.co/MhY3Q3mTpz",-1
LEVE-O PRO PUTEIRO SE ELE ENTRAR NESSE CAMINHO DE LOL O SR. NUNCA SERÁ AVÔ. BOA SORTE.  #JoaquinResponde https://t.co/wLGmY4Tg1D,11.1
"ESSA GERAÇÃO É UM LIXO, EU FAÇO MINHA PARTE, PROIBO MEUS NETOS DE VEREM YOUTUBERS  #JoaquinResponde https://t.co/bY9pAC1pQy",9.2
NÃO FALO DE COISAS MUITO PESSOAIS USO A REDE SOCIAL PARA DESCONTRAIR  #JoaquinResponde https://t.co/cuaI0pe00c,-1
"NÃO USO ISSO GOSTO DO TÉTE A TÉTE, CHEGA ENCOCHANDO E CHAMANDO DE DELÍCIA, UM AMANTE A MODA ANTIGA  #JoaquinResponde https://t.co/lPfxQzYsMD",3.3
"GRANDE MUSSUM UM DOS POUCOS IUTUBERS QUE PRESTAM, SOU SEU FÃ, E SOBRE O PEDIDO: MANDE A PESSOA A MERDA E DIGA #PAZ _ https://t.co/pJE2TOxS9v",-1
"RT @voluptama: Quando o Secretário foi para o Real Madrid, o PdC teve de passar atender os telefones https://t.co/KSx4p0yVs6",-1
SEU PAI SABE QUE VOCÊ POSTA ISSO NA REDE SOCIAL? #JoaquinResponde https://t.co/mIBx3Uepx2,-1
"SIM, TEM QUE USAR A LÍNGUA, É UM ÓTIMO TREINAMENTO 
 #JoaquinResponde https://t.co/qzviLuRpYs",-1
"EU TENHO PENA DAS MULHERES COM ESSE HOMENS DE HOJE
ACHO QUE EU VIRARIA SAPATÃO, OLHA DÁ VERGONHA DA MINHA RAÇA _ https://t.co/z4wRncC98n",3.1
"JÁ, FAZ PARTE, TOMO UM BANHO RELAXO E 15 MINUTOS DEPOIS VOU PRA BATALHA DE NOVO. SE A MULHER NÃO ENTENDER É MARMITA _ https://t.co/S0GZqJEv6r",-1
"EU PREFIRO MEIA BOCA, NÃO TOTALMENTE LISINHA NEM FIDEL CASTRO MAS UM GUERREIRO NÃO FOGE DA LUTA ENCARO O QUE VIER _ https://t.co/q0kd0LNvIo",-1
"POIS É, ATÉ UM CONTINENTE JÁ APARECEU
E O PAI DAS FEMINISTAS NÃO
 #JoaquinResponde https://t.co/46OhFkUegV",3-6.1
PAI DA FEMINISTA SAIU PRA COMPRAR CIGARRO NO 2º GOL DO ZIDANE EM 1.998 E NUNCA MAIS VOLTOU  #JoaquinResponde https://t.co/EzreOGNSJa,3-6.1
OBRIGADO SÃO MUITAS PERGUNTAS NÃO DA PRA RESPONDER TUDO 11:30 VOU FUMA UM CIGARRO BEBE UMA CAIPIRA COMPRA UM FRANGO ASSADO  #JoaquinResponde,-1
Não acredite na mídia (notícias falsas) convencional. A Casa Branca está indo MUITO BEM. EU herdei uma BAGUNÇA e es _ https://t.co/mRT3dEURv5,-1
"Terei diversas reuniões este final de semana na Casa Branca do Sul. Grande discurso às 5:00 P.M. em Melbourne, Flór _ https://t.co/y9OoZxOAr4",-1
A Luisa é pesquisadora e lançou esse projeto para apoiar um novo escritor. Ajude com qualquer quantia! Veja mais... https://t.co/22oWkyfG9w,-1
BOA TARDE MOLECADA ALMOCEI FUMEI UM CIGARRO DEI AQUELA DEFECADA NÃO TENHO COMPROMISSO A TARDE VOU CONTINUAR RESPONDENDO NO #JoaquinResponde,-1
"SAUDAÇÕES IRMÃO @editorahumanas 
TODA FAMÍLIA TEM UM PODRE, FAZ PARTE... https://t.co/JZrrmTknJ4",-1
"""ESPORTE"" PRA QUEM NUNCA INTRODUZIU A LÍNGUA EM UMA XEXÉQUINHA #JoaquinResponde https://t.co/gPhsxqM9gu",-1
"PEÇA PRA ESSE DÉBIL MENTAL DEIXAR DE SER SEU MEU FÃ
#JoaquinResponde https://t.co/G8XzaOiFYl",-1
"COISA DE ENRUSTIDO, HOMEM QUE É HOMEM APRECIA O GOSTO NATURAL DA RATA #JoaquinResponde https://t.co/pJjn2Gvmwa",3.1
"CHAMPINHON DO CHARLI BRAU JR. QUE SE ESTOUROU OS MIOLOS?
#JoaquinResponde https://t.co/P2wZN18jwQ",-1
A AMPLA MAIORIA SÃO UNS RETARDADOS SÓ FALAM MERDA E SÓ GANHAM FAMA PORQUE OS JOVENS SÃO COMO ELES: DÉBEIS MENTAIS _ https://t.co/b3WqRv4cww,-1
"NÃO ENTENDI NADA ""MINA TÁ DE BOI"" TRADUZ
#JoaquinResponde https://t.co/rWb54EBTaE",-1
"ACEITE OS CHIFRES
#JoaquinResponde https://t.co/2wOKNG11RS",-1
SAIR DO ARMÁRIO #JoaquinResponde https://t.co/1N8yS4b1Ba,-1
"SIM, COM 16 ANOS UM JOVEM NORMAL ESTÁ VENDO MULHER PELADA E SE MASTURBANDO #JoaquinResponde https://t.co/pJTdJtkgva",-1
ACTUALMENTE AQUELE RETARDADO QUE DEITOU NUMA BANHEIRA DE NUTELA #JOAQUINRESPONDE https://t.co/JdCLqC5zmY,-1
"RT @nostrendsbrasil: #JoaquinResponde - Personalidade do Twitter, @JOAQUINVOLTOU está interagindo com seus fãs. #NosTrendsBrasil https://t. _",-1
MULHER GOSTA DE HOMEM PORCO QUE FEDE ARROTA E TEM TERRA DEIBAIXO DAS UNHA #JOAQUINRESPONDE https://t.co/diQ51clUMa,3.3
FICA TRANQUILO IRMÃO VÁRIAS DAS MINHAS TRANZAS JÁ ACABAM COM CHORO E ZOAÇÃO FAZ PARTE @JOAQUINRESPONDE https://t.co/yGwTy17tSJ,-1
"OS HEITENS (ODIADORES EM INGLÊS) JÁ ACUSARAM O GOLPE.
TRISTE DEMAIS ESSA CULTURA DE ÓDIO A MEU RESPEITO.
#PAZ _ https://t.co/j7y5THFNMK",-1
"MANDE SEU FILHO ARRUMAR UMA MULHER DECENTE NÃO UMA BISCATE
#JOAQUINRESPONDE https://t.co/bsXqWCpvua",3.3
SIM É IGUAL A ABRAÇAR UM BARRIL #JOAQUINRESPONDE https://t.co/ktjFdi4sOr,-1
GOSTO DE TÊTAS NATURAIS TAMANHO MÉDIO #JOAQUINRESPONDE https://t.co/2SuAfQKm8q,3.3
RT @RachelSherazade: @JOAQUINVOLTOU kkkkkkk! O Brasil tem cura!!!!!,-1
DOMINGÃO É CERVEJÃO CHURRASCÃO FAUSTÃO ORAÇÃO MASTURBAÇÃO E DEPRESSÃO #JOAQUINRESPONDE https://t.co/PBG4dPILD0,-1
ÁS VEZES O SALÁRIO POUCO IMPORTA QUANDO A GENTE TRABALHA SENTINDO PRAZER https://t.co/JguY8eeq7n,-1
"EU GOSTO É DE MULHER BONITA CHEIROSA BEM CUIDADA E BEM RESOLVIDA, CANHÃO PROBLEMATIZADOR DE SUVACO PELUDO NÃO TEM VEZ AQUI NÃO #PAZ",3.3@3-6.1
"A miudagem formatada que aqui comenta e ofende não percebe que ""decadente"" significa estar em queda. Quando se dest _ https://t.co/OUnGGSThE0",-1
"Estão cada vez mais totalitários! Correm tudo a proibições e extorsões. É só dogmas e tabus... Mundo louco!
https://t.co/6EqrTVzYim",-1
"@jairbolsonaro responde a falsa acusação da REVISTA VEJA sobre ele ter planejado praticar atos terroristas
https://t.co/aoYBJYdvbq",-1
"RT @JOAQUINVOLTOU: ""IU FATER CRY IN THE SHOWER""
SIGNIFICA ""SEU PAI CHORA NO BANHO"" EM INGLÊS",-1
"Muito bem! Se concordo com as iniciativas (mesmo dos adversários!) não tenho problema em congratular-me.
@cmlisboa
https://t.co/U5SMprcmzl",-1
"A possível vitória de Geert Wilders é mais uma esperança para esta Europa em mudança. Força!
@geertwilderspvv 
https://t.co/OvbwfxpjgL",-1
VOCÊS JÁ APRENDERAM A CANTAR A MARCHINHA SENSAÇÃO DO CARNAVAL 2017? https://t.co/NzHDmaVjen,-1
"CALOTÊIRA, PAGUE A CONTA!
#ClaudiaLeitteNoCaldeirão https://t.co/VWtpfhN3Vm",-1
"ESSAS FÃS DE FITFI HARMONY CAMILA CABELLO SÃO TUDO RETARDADA PAI AUSENTE, E FICAM SE ESFREGANDO A PERERÉQUINHA PRA APARECER, TÁ NA MODA
#PAZ",-1
EU IA E VOLTAVA VÁRIAS VEZES (COM TODO O RESPEITO) @Chris_Branco,-1
"ALÔ RAPAZIADA HORA DE DESLIGAR DA REDE SOCIAL
AGORA É SABADÃO: CHURRASCÃO CERVEJÃO E MAIS TARDE PRATICAR AQUELE COITO. ABRAÇO A TODOS #PAZ",-1
RT @JOAQUINVOLTOU: VOCÊS JÁ APRENDERAM A CANTAR A MARCHINHA SENSAÇÃO DO CARNAVAL 2017? https://t.co/NzHDmaVjen,-1
@SaoBlack @jairbolsonaro @GloboNews pois é cara,-1
"@catarina_mart 
E eu sou o candidato do #PNR à mesma Câmara. https://t.co/Uy9pd4jzdf",-1
"@SadBoyKevyn 
Nunca penses que algo ""é o mais qualquer coisa"". Quando se pensa ter chegado ao fundo percebe-se que não há fundo.",-1
"Um filho vem atrapalhar? Criam a Lei do #Aborto
Um idoso atrapalha? Criam a Lei da #Eutanásia
Eis as soluções do materialismo individualista",-1
"Me preparando pra ir pra Melbourne, Flórida. Vejo vocês todos em breve! https://t.co/inFzivQEW2",-1
"RT @boloposte: Aqui se pode ver como Ederson, apesar de tocar na bola primeiro, depois atropela o seu adversário. Penalty bem assinalado co _",-1
@tchulim gente QUE FOFURA!,-1
O uso de turbantes por pessoas brancas é apropriação cultural? https://t.co/5AHZXH9SZB via @cartacapital,-1
@lucasmzanella vale a pena ler o artigo antes de falar merda.,-1
@lucasmzanella leu mesmo? ou falta interpretação de texto? https://t.co/qrKHCFktRC,-1
"O que incomoda é ele trabalhar no G1 e escrever ""hajir"" como se fosse verbo, fora a conta verificada https://t.co/ZduXA74DaR",-1
@lucasmzanella e quando não pôde? tem alguma lei que proíbe? tem alguma polícia que prenda quem não usa? tem alguém defendendo isso?,-1
"@lucasmzanella olha, nem vale a pena, viu. Lê o texto. Direito, pq né.",-1
Bom dia pra quem #BolsonaroMeRepresenta ! #Bolsonaro2018 https://t.co/YShztEvMzv,-1
